user_id,product_id,rating,timestamp,verified_purchase
AGKHLEW2SOWHNMFQIJGBECAF7INQ,B00YQ6X8EO,5.0,1588687728923,True
AGKHLEW2SOWHNMFQIJGBECAF7INQ,B081TJ8YS3,4.0,1588615855070,True
AE74DYR3QUGVPZJ3P7RFWBGIX7XQ,B097R46CSY,5.0,1589665266052,True
AFQLNQNQYFWQZPJQZS6V3NZU4QBQ,B09JS339BZ,1.0,1643393630220,True
AFQLNQNQYFWQZPJQZS6V3NZU4QBQ,B08BZ63GMJ,5.0,1609322563534,True
AGMJ3EMDVL6OWBJF7CA5RGJLXN5A,B00R8DXL44,4.0,1598567408138,True
AHREXOGQPZDA6354MHH4ETSF3MCQ,B099DRHW5V,5.0,1631885519443,True
AEYORY2AVPMCPDV57CE337YU5LXA,B08BBQ29N5,3.0,1634275259292,True
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08P2DZB4X,5.0,1627391044559,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B086QY6T7N,5.0,1626614511145,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08DHTJ25J,3.0,1626211245370,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07RBSLNFR,5.0,1621184430697,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07SLFWZKN,3.0,1619737501209,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08JTNQFZY,5.0,1617904219785,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08GLG6W8T,5.0,1613319236253,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08M3C6LVS,3.0,1607339460872,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07GHPCT6T,5.0,1598212476613,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07KG1TWP5,5.0,1596473351088,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07W397QG4,5.0,1593352422858,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07GDQPG12,5.0,1547589843451,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07J3GH1W1,5.0,1547589356557,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B01M7UMAUG,5.0,1508770624887,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B00JMDPK8S,3.0,1404402463000,False
AG35BKPUEUMX7LV5YLOQ5YCQ3GOA,B01ETWL5B2,5.0,1475756226000,True
AHPUT3ITXCHQJO7OMF74LEMYHIVA,B07ZJKVVLW,5.0,1578611984772,True
AHGAOIZVODNHYMNCBV4DECZH42UQ,B082QX2HP6,5.0,1584799493853,True
AHGAOIZVODNHYMNCBV4DECZH42UQ,B077SRDVG9,3.0,1522091824726,True
AHGAOIZVODNHYMNCBV4DECZH42UQ,B01AKTGHFW,1.0,1500768914981,True
AFGEM6BXCYHUILEOA3P2ZYBEF2TA,B079SMVSYW,5.0,1603130609586,True
AGC3Q6IXOVLTTDMS4Q55FPYUF6FQ,B07K8VTT6M,2.0,1589724040497,True
AHZ6XMOLEWA67S3TX7IWEXXGWSOA,B083BDVS36,2.0,1621356942148,True
AH6ZNRRCEEWR6P34CNLQ2LRLUU3Q,B09FP8PP2K,5.0,1568236063550,True
AFZUK3MTBIBEDQOPAK3OATUOUKLA,B0BFR5WF1R,1.0,1675826333052,True
AFZUK3MTBIBEDQOPAK3OATUOUKLA,B00946HGLW,5.0,1596901440832,True
AFZUK3MTBIBEDQOPAK3OATUOUKLA,B082FLP15V,3.0,1592452852671,True
AFZUK3MTBIBEDQOPAK3OATUOUKLA,B0020MKBNW,5.0,1406073199000,True
AFKNVFEXRGUGJAGMENCOWLVDYVCQ,B00023J4AW,5.0,1608936024878,True
AFKNVFEXRGUGJAGMENCOWLVDYVCQ,B005IYYF5E,4.0,1489880060000,True
AHFURURV4H35BXUUTXYMJYA36CTQ,B0B96MFXSJ,5.0,1577694848810,True
AFETVW7S5M4LVJ7GTWPCKT7S3YBQ,B01M5KNSQN,1.0,1649634131604,True
AGF42GID7QWDCNFTJRCTMKAITJJA,B07KDNK11M,2.0,1607532414595,True
AGF42GID7QWDCNFTJRCTMKAITJJA,B08DLGCYK8,4.0,1606300801565,True
AE5DIA2HDWBPNGBO2FXN2PF4NQJA,B081GCFHPG,5.0,1623459734108,True
AF2FTNKCY6XY67BKBUO4BNJRZ4XQ,B07H8Z3SMK,5.0,1585005652909,True
AHEQRHKGEACLR3RSXRQ7TUIXZGSQ,B08C9LZQN4,5.0,1603586386842,True
AHW7W34BLHHC4AYM4TPMLA2SWMMA,B07H281V4V,5.0,1609434807770,True
AGVVUU3QRQBHNASSGI5YQLPYOI2Q,B09FF97RHL,1.0,1648824907536,True
AGG3LLILZEGKCA4SAS4Q7X2Y7ISQ,B07Y5QX37B,5.0,1582901059423,True
AGG3LLILZEGKCA4SAS4Q7X2Y7ISQ,B07XYXSYCD,4.0,1582900994981,True
AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,B07NSR3CKR,3.0,1559999072586,True
AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,B07CJWG8SP,5.0,1485955955000,True
AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,B018F28B1Y,5.0,1478783674000,True
AFPBVAEV3FCQOHKJJGAKQLZLTCZQ,B01HO1ZB7Y,5.0,1561738244885,True
