product_id,store_id
0005946468,store_3633ff8b4eec439d
0124784577,store_4303190543a5474e
0515059560,store_aed4cda13b33c9d1
0692508988,store_ccdcb48105e97457
069267599X,store_f4331b3eb284f26d
0816091846,store_c445f4d8add87e85
0963416391,store_bc22ae4bb9df9f2c
0966068432,store_5211f85390e11a5b
0977217205,store_197402b4c31fe608
0977217213,store_197402b4c31fe608
097920500X,store_6cf03bebe96ca631
0985393300,store_c21d72a5add43457
0989205339,store_356162fc8f16843e
0990995119,store_e9e2bd94d776920e
0996212205,store_20f1a74be708dbb9
130414089X,store_2124037ca66a33c1
1421790432,store_f4331b3eb284f26d
1453085815,store_a169ac75c3631546
1477026177,store_d3e31046c7f523dc
1477044280,store_b97e83a3cfdf327b
1481469843,store_eacc42c2c2f31d80
1610182464,store_5477449dcaa90f4f
162209798X,store_fe25ee15db6ba476
1625682824,store_662cb31a130a50c8
1625684320,store_938bdaf77ccd8a37
1741666929,store_ed8682350b01c7c1
1891129716,store_4a2202e0bf10ff69
1908505753,store_a954567417d6c6da
1933427205,store_bc22ae4bb9df9f2c
2464782475,store_803ef294e13727ae
3772440908,store_bc22ae4bb9df9f2c
3862336476,store_bc22ae4bb9df9f2c
3943596346,store_bc22ae4bb9df9f2c
419881029X,store_f1d3b0ff4987f36f
4293845755,store_f4cbfdcf59752b80
6041134473,store_166b0a31ac2dae2f
6041134546,store_397c4a53f8e5de20
6471852363,store_0800472f154f9f14
6626892843,store_a9f1c3cfaaa93855
6647812547,store_1be6e01b7664d230
6833540454,store_c7b60bdd148704c0
7398671962,store_b25cd282a8211401
7458592737,store_4138307ea88dc338
8279996397,store_030c998b547a66f9
8674394329,store_3914917ba1dddf1c
8805001856,store_1dc411e4c462e3b0
8968331308,store_c73204f78dc3c47c
9455523256,store_0800472f154f9f14
9533223618,store_50d8b4a941c26b89
957696718X,store_cec11f954e07b597
9602344954,store_7565e5836a61d2bb
9602400048,store_305269f14cb09a89
9752980953,store_b92fc9faede49084
975318283X,store_a0dd5fa8469b9241
9788077587,store_8b6f8b2625b98dec
9788079016,store_e2c9eaaf61995aa1
979077530X,store_5aa86e0581a05566
9932877034,store_4138307ea88dc338
9977113351,store_4138307ea88dc338
9991899871,store_4933d74f7a4a883d
B000050AUD,store_85a5a03ad99fc76a
B000050B65,store_11a6162888a27f31
B000050B6A,store_11a6162888a27f31
B000050FDB,store_2b6d087d8925f6c3
B000050FDE,store_2b6d087d8925f6c3
B000052WYR,store_dcf69d84b7765c92
B000052Y7Q,store_c0445a8d42fb5696
B0000530JE,store_5c5e9c9a547e04d7
B0000530M9,store_320ba8cb0dead8b1
B00005322I,store_fe3502b3c3d67252
B0000532E2,store_5c5e9c9a547e04d7
B0000532XP,store_664fe4470d156674
B00005331K,store_4e03a774654dc40c
B0000537I2,store_520fbb3c1873361f
B0000544HZ,store_37e80d9fd44de7bb
B000056J1N,store_cf1cc2be632811bb
B000059RDG,store_ad113811481d4b58
B00005AUIC,store_5b8d4744de6eb1a8
B00005JKQ4,store_48297dad46e40c06
B00005NAR4,store_760b97e8486b3bdf
B00005QFAK,store_a58bf61a97a8b15f
B000065AB1,store_5c5e9c9a547e04d7
B000065CI2,store_c991dfcf60f36bcf
B000067E30,store_83c66fb4ee98edde
B000068PBJ,store_11a6162888a27f31
B000068PBK,store_11a6162888a27f31
B000068PBL,store_11a6162888a27f31
B000068PBM,store_85a5a03ad99fc76a
B000068PBN,store_11a6162888a27f31
B000068PBP,store_85a5a03ad99fc76a
B000068PBQ,store_11a6162888a27f31
B000068PBR,store_822f3cd281277abd
B00006AG6Z,store_78de6c69b77837bd
B00006ANDL,store_2b6d087d8925f6c3
B00006IGL2,store_664fe4470d156674
B00006JUK6,store_814e41cd598f0b9c
B00006K0X1,store_85a5a03ad99fc76a
B00006K14P,store_814e41cd598f0b9c
B00006RSKS,store_c0b3655864e01e07
B000079B5Z,store_2b6d087d8925f6c3
B00007GD5N,store_83c66fb4ee98edde
B00008D643,store_8023b7f4f34b5f00
B00008IHO0,store_cb6fb2102acaa520
B00008SJXJ,store_ad0f3212ff9c8106
B00009Q95Q,store_af1aafdd8f747cff
B00009RB0X,store_85a5a03ad99fc76a
B00009RB0Y,store_85a5a03ad99fc76a
B00009RB0Z,store_822f3cd281277abd
B00009RB10,store_822f3cd281277abd
B00009RB11,store_11a6162888a27f31
B00009RB12,store_11a6162888a27f31
B00009RB14,store_11a6162888a27f31
B00009RB15,store_11a6162888a27f31
B00009RB16,store_822f3cd281277abd
B00009RB17,store_822f3cd281277abd
B00009RB1B,store_822f3cd281277abd
B00009RB1E,store_822f3cd281277abd
B00009RB1H,store_11a6162888a27f31
B00009RB1I,store_85a5a03ad99fc76a
B0000A8VUI,store_c0b3655864e01e07
B0000AJ3Q4,store_1a25cdaac4c7fd31
B0000AQNFU,store_26fe10f70a403e99
B0000DZGU6,store_5c5e9c9a547e04d7
B0000E09MF,store_5443b622c2e6cc99
B0000Y3DSM,store_c659dff2555ac2f9
B0000YUZIS,store_c29e958ae26fc356
B0000YV1SG,store_fb76d6c41365f336
B0000ZLF18,store_9dc46bb578f2751c
B00011JJNC,store_f75f6ac8144aad32
B00011JN5G,store_52efd00631ae2752
B00012FG9W,store_fc4f350802f823b8
B00012FL8I,store_dfe2db74975e0aa9
B00012FPSO,store_11df2961be41aa6d
B00012WYI8,store_bbcdf6d741d7c64d
B00013TBHE,store_a3404013c7544b09
B00013Z0EM,store_6cf4f4e8bd3f76a4
B0001422P6,store_59ebc1c2282bd8e4
B000142KS0,store_390a1cac8db90a38
B000142PO4,store_4afd4e8cbe6a8c70
B000142YK4,store_d7a9593a8e8a3b5a
B000143M46,store_a01bb18627d8f8c3
B00014DMLO,store_a4b923172b4e6809
B00014DMYQ,store_9d56f91f071008aa
B00014DTLC,store_a4b923172b4e6809
B00014FBC2,store_44c405eb32df117c
B00014FDQQ,store_94ef9e43c137fd54
B00014GUJA,store_b8b3397a08564082
B000158MEA,store_c5a347b1cfd2efa1
B00015JO60,store_a1e0fb1b02f741c4
B00015JO6K,store_a1e0fb1b02f741c4
B00016KML0,store_cddf9cc32ec7129f
B00016R1D2,store_88bfe07aef7ea368
B00016WSV2,store_cef62b4ef5c35cb0
B00016WUHO,store_0f281e9e722525bb
B00017YG6G,store_c1a3dec25e62adf4
B00018TN1S,store_a01bb18627d8f8c3
B0001BOPZO,store_3bc7697397b3b463
B0001D358A,store_f773e4c6ab83ee02
B0001D35FI,store_d5e625b21962371d
B0001DDK2G,store_9f69484bf3276153
B0001EKQOK,store_3c0895350718a353
B0001EL17Q,store_a2b6b177b98d42b8
B0001EQO1E,store_0281f061d8c983d7
B0001F3ULK,store_d5c3dff44a282a99
B0001HN0CC,store_1f4f1b78b4c61d20
B0001HYJVS,store_822f3cd281277abd
B0001HYJW2,store_85a5a03ad99fc76a
B0001HYKBC,store_85a5a03ad99fc76a
B0001HYKBM,store_85a5a03ad99fc76a
B0001HYKBW,store_85a5a03ad99fc76a
B0001HYKC6,store_85a5a03ad99fc76a
B0001HYLQG,store_822f3cd281277abd
B0001HYLQQ,store_822f3cd281277abd
B0001HYLR0,store_85a5a03ad99fc76a
B0001HYMG0,store_2b6d087d8925f6c3
B0001KOPYG,store_13bce0916bb9706c
B0001LQGEW,store_5c5e9c9a547e04d7
B0001LVME6,store_7de69c952ab77216
B0001M1IAI,store_8f791470da0b5669
B0001M3K4A,store_564a3a76b5603f80
B0001M3V3U,store_ca3d1da12cb9d929
B0001M7D7U,store_8e700d3d391a7c84
